LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
AL2524,A417 between A46 and M5 J11A (AL2524),7/29/2014 0:00,89,135.73,68.43,1,2.579999924,106
AL2524,A417 between A46 and M5 J11A (AL2524),7/29/2014 0:00,90,75.78,122.57,1,2.579999924,94
AL2524,A417 between A46 and M5 J11A (AL2524),7/29/2014 0:00,91,75.78,122.57,1,2.579999924,73.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/29/2014 0:00,92,75.78,122.57,1,2.579999924,69
AL2524,A417 between A46 and M5 J11A (AL2524),7/29/2014 0:00,93,75.78,122.57,1,2.579999924,63.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/29/2014 0:00,94,87.92,105.64,3,2.579999924,48
AL2524,A417 between A46 and M5 J11A (AL2524),7/29/2014 0:00,95,80.53,115.34,3,2.579999924,43.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,0,80.77,114.99,1,2.579999924,35
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,1,80.77,114.99,1,2.579999924,25.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,2,80.77,114.99,1,2.579999924,26.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,3,84.72,109.63,1,2.579999924,24.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,4,84.72,109.63,1,2.579999924,21.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,5,84.72,109.63,1,2.579999924,20.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,6,77.24,120.25,3,2.579999924,19.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,7,85.04,109.22,3,2.579999924,20.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,8,94.29,98.5,3,2.579999924,18
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,9,92.05,100.9,3,2.579999924,17.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,10,103.41,89.82,3,2.579999924,16
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,11,88.88,104.5,3,2.579999924,18.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,12,86.18,107.77,3,2.579999924,17
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,13,105.18,88.31,3,2.579999924,17.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,14,85.13,109.1,3,2.579999924,18.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,15,85.55,108.57,3,2.579999924,22
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,16,86.84,106.96,3,2.579999924,24.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,17,83.56,111.15,3,2.579999924,24.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,18,84.3,110.18,3,2.579999924,29
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,19,84.31,110.16,3,2.579999924,32.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,20,87.05,106.7,1,2.579999924,42
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,21,87.05,106.7,1,2.579999924,52.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,22,87.05,106.7,1,2.579999924,79
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,23,87.05,106.7,1,2.579999924,86
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,24,87.05,106.7,1,2.579999924,111.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,25,83.44,111.31,3,2.579999924,145
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,26,73.5,126.37,1,2.579999924,233.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,27,73.5,126.37,1,2.579999924,294
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,28,73.5,126.37,1,2.579999924,394
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,29,80.86,114.87,1,2.579999924,463.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,30,88.21,105.29,1,2.579999924,532.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,31,92.73,100.16,1,2.579999924,587
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,32,82.98,111.93,1,2.579999924,602.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,33,138.36,67.13,1,2.579999924,605.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,34,86.45,107.44,1,2.579999924,572.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,35,91.73,101.25,1,2.579999924,521.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,36,85.93,108.09,1,2.579999924,421
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,37,84.29,110.19,1,2.579999924,406.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,38,82.65,112.38,1,2.579999924,372
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,39,85.96,108.05,1,2.579999924,376.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,40,105.44,88.09,1,2.579999924,348
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,41,96.59,96.16,1,2.579999924,343.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,42,87.73,105.87,1,2.579999924,353.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,43,86.69,107.14,1,2.579999924,346
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,44,72.27,128.52,1,2.579999924,329.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,45,104.47,88.91,1,2.579999924,349.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,46,77.48,119.88,1,2.579999924,344
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,47,86.54,107.33,1,2.579999924,332.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,48,93.9,98.91,1,2.579999924,350.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,49,101.26,91.72,1,2.579999924,351.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,50,87.38,106.29,1,2.579999924,354.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,51,107.44,86.45,1,2.579999924,341
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,52,90.08,103.11,1,2.579999924,336.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,53,97.86,94.91,1,2.579999924,357
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,54,81.04,114.61,1,2.579999924,372
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,55,95.07,97.7,1,2.579999924,368.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,56,108.68,85.46,1,2.579999924,368.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,57,91.06,102,1,2.579999924,361.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,58,86.91,106.87,1,2.579999924,381.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,59,81.8,113.55,1,2.579999924,398.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,60,93.7,99.12,1,2.579999924,399
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,61,100.78,92.16,1,2.579999924,403.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,62,84.44,110,1,2.579999924,413
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,63,83.63,111.06,1,2.579999924,430.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,64,95.26,97.5,1,2.579999924,448.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,65,82.55,112.51,1,2.579999924,474
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,66,108.68,85.46,1,2.579999924,502.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,67,130.95,70.93,1,2.579999924,512.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,68,86.43,107.46,1,2.579999924,548.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,69,82.73,112.27,1,2.579999924,567
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,70,81.56,113.88,1,2.579999924,541.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,71,80.38,115.55,1,2.579999924,552.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,72,83.43,111.33,1,2.579999924,508.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,73,79.61,116.67,1,2.579999924,489.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,74,79.61,116.67,1,2.579999924,441
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,75,94.39,98.4,1,2.579999924,359
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,76,94.39,98.4,1,2.579999924,334.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,77,76.44,121.51,1,2.579999924,292.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,78,82.9,112.04,1,2.579999924,243
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,79,89.36,103.94,1,2.579999924,240.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,80,75.28,123.38,1,2.579999924,215.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,81,75.28,123.38,1,2.579999924,185
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,82,75.28,123.38,1,2.579999924,175.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,83,132.31,70.2,1,2.579999924,163
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,84,132.31,70.2,1,2.579999924,155.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,85,132.31,70.2,1,2.579999924,139.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,86,71.52,129.87,1,2.579999924,136
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,87,71.52,129.87,1,2.579999924,120
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,88,106.45,87.25,1,2.579999924,115.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,89,106.45,87.25,1,2.579999924,106
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,90,106.83,86.94,1,2.579999924,94
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,91,107.2,86.64,1,2.579999924,73.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,92,107.2,86.64,1,2.579999924,69
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,93,107.2,86.64,1,2.579999924,63.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,94,87.92,105.64,3,2.579999924,48
AL2524,A417 between A46 and M5 J11A (AL2524),7/30/2014 0:00,95,80.53,115.34,3,2.579999924,43.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,0,78.8,117.87,3,2.579999924,35
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,1,88.63,104.8,3,2.579999924,27.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,2,92.2,100.74,3,2.579999924,26.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,3,87.71,105.89,3,2.579999924,24.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,4,100.21,92.69,3,2.579999924,21.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,5,93.08,99.79,3,2.579999924,20.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,6,77.24,120.25,3,2.579999924,19.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,7,85.04,109.22,3,2.579999924,20.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,8,94.29,98.5,3,2.579999924,18
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,9,92.05,100.9,3,2.579999924,17.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,10,103.41,89.82,3,2.579999924,16
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,11,88.88,104.5,3,2.579999924,18.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,12,86.18,107.77,3,2.579999924,17
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,13,105.18,88.31,3,2.579999924,17.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,14,85.13,109.1,3,2.579999924,18.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,15,85.55,108.57,3,2.579999924,22
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,16,86.84,106.96,3,2.579999924,24.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,17,84.35,110.11,1,2.579999924,26
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,18,84.35,110.11,1,2.579999924,31
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,19,84.35,110.11,1,2.579999924,35.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,20,101.76,91.27,1,2.579999924,46.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,21,101.76,91.27,1,2.579999924,54
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,22,101.76,91.27,1,2.579999924,79
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,23,90.3,102.86,3,2.579999924,89
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,24,94.88,97.89,3,2.579999924,111.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,25,107.33,86.54,1,2.579999924,148
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,26,107.33,86.54,1,2.579999924,233.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,27,107.33,86.54,1,2.579999924,300.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,28,102.87,90.29,1,2.579999924,394
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,29,98.41,94.38,1,2.579999924,474
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,30,107.71,86.23,1,2.579999924,538
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,31,92.15,100.79,1,2.579999924,587
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,32,103.72,89.55,1,2.579999924,606.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,33,86.38,107.52,1,2.579999924,602.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,34,114.67,81,1,2.579999924,570.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,35,86.03,107.96,1,2.579999924,516.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,36,102.68,90.46,1,2.579999924,421
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,37,87.6,106.03,1,2.579999924,406.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,38,79.77,116.43,1,2.579999924,372
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,39,71.93,129.13,1,2.579999924,376.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,40,83.02,111.88,1,2.579999924,348
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,41,103.3,89.91,1,2.579999924,343.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,42,84.24,110.26,1,2.579999924,356
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,43,126.42,73.47,1,2.579999924,346
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,44,87.38,106.29,1,2.579999924,329.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,45,97.41,95.35,1,2.579999924,352.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,46,85.69,108.39,1,2.579999924,344
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,47,98.34,94.45,1,2.579999924,332.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,48,81,114.67,1,2.579999924,350.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,49,96.79,95.96,1,2.579999924,351.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,50,75.51,123,1,2.579999924,361.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,51,80.61,115.22,1,2.579999924,345
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,52,85.7,108.38,1,2.579999924,338.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,53,101.25,91.73,1,2.579999924,357
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,54,87.68,105.93,1,2.579999924,372
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,55,82.99,111.92,1,2.579999924,368.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,56,80.77,114.99,1,2.579999924,368.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,57,88.62,104.81,1,2.579999924,361.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,58,75.21,123.49,1,2.579999924,381.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,59,88,105.55,1,2.579999924,398.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,60,85.13,109.1,1,2.579999924,399
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,61,81.6,113.82,1,2.579999924,403.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,62,104.23,89.11,1,2.579999924,413
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,63,95.84,96.91,1,2.579999924,430.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,64,87.45,106.21,1,2.579999924,448.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,65,91.01,102.05,1,2.579999924,474
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,66,88.27,105.22,1,2.579999924,506.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,67,90.81,102.28,1,2.579999924,514.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,68,93.34,99.51,1,2.579999924,548.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,69,88.32,105.16,1,2.579999924,569
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,70,96.47,96.28,1,2.579999924,547.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,71,88.83,104.56,1,2.579999924,553.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,72,93.39,99.45,1,2.579999924,509.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,73,109.7,84.67,1,2.579999924,489.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,74,91.78,101.2,1,2.579999924,441
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,75,97.52,95.24,1,2.579999924,359
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,76,97.52,95.24,1,2.579999924,336.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,77,75.13,123.63,1,2.579999924,299
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,78,75.13,123.63,1,2.579999924,241.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,79,76.6,121.25,1,2.579999924,240.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,80,76.6,121.25,1,2.579999924,215.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,81,101.42,91.58,1,2.579999924,188
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,82,101.42,91.58,1,2.579999924,175.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,83,101.42,91.58,1,2.579999924,166
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,84,88.74,104.67,1,2.579999924,155.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,85,88.74,104.67,1,2.579999924,139.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,86,88.74,104.67,1,2.579999924,136
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,87,88.74,104.67,1,2.579999924,120
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,88,82.32,112.83,3,2.579999924,117
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,89,79.46,116.89,1,2.579999924,106
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,90,79.46,116.89,1,2.579999924,94
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,91,79.46,116.89,1,2.579999924,75
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,92,79.46,116.89,1,2.579999924,69
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,93,79.46,116.89,1,2.579999924,63.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,94,87.92,105.64,3,2.579999924,48
AL2524,A417 between A46 and M5 J11A (AL2524),7/31/2014 0:00,95,80.53,115.34,3,2.579999924,43.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,0,86,108,1,2.579999924,39
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,1,86,108,1,2.579999924,33.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,2,86,108,1,2.579999924,31.75
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,3,103.51,89.73,1,2.579999924,28
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,4,103.51,89.73,1,2.579999924,25.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,5,103.51,89.73,1,2.579999924,24.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,6,103.51,89.73,1,2.579999924,21.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,7,89.39,103.9,3,2.579999924,21.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,8,87.9,105.67,3,2.579999924,21.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,9,74.59,124.52,3,2.579999924,18.75
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,10,101.05,91.91,3,2.579999924,16
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,11,79.04,117.51,3,2.579999924,19.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,12,75.51,123,3,2.579999924,17
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,13,83.27,111.54,3,2.579999924,20.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,14,90.44,102.7,3,2.579999924,22
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,15,90.46,102.68,3,2.579999924,22.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,16,88.09,105.44,3,2.579999924,23.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,17,71.65,129.63,1,2.579999924,27
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,18,71.65,129.63,1,2.579999924,33.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,19,71.65,129.63,1,2.579999924,38
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,20,71.65,129.63,1,2.579999924,40.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,21,71.65,129.63,1,2.579999924,52
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,22,106.54,87.18,1,2.579999924,73.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,23,106.54,87.18,1,2.579999924,84.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,24,106.54,87.18,1,2.579999924,97.75
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,25,106.54,87.18,1,2.579999924,133.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,26,93.51,99.33,1,2.579999924,196
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,27,93.51,99.33,1,2.579999924,250.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,28,91.31,101.72,1,2.579999924,332.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,29,85.13,109.1,1,2.579999924,416.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,30,94.14,98.66,1,2.579999924,468.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,31,103.15,90.04,1,2.579999924,531.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,32,82.03,113.23,1,2.579999924,528
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,33,83.25,111.57,1,2.579999924,528
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,34,84.68,109.68,1,2.579999924,487
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,35,76.68,121.13,1,2.579999924,459.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,36,68.67,135.26,1,2.579999924,375.75
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,37,83.66,111.02,1,2.579999924,366
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,38,80.6,115.24,1,2.579999924,364.75
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,39,77.54,119.78,1,2.579999924,384.75
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,40,92.12,100.83,1,2.579999924,380.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,41,79.67,116.58,1,2.579999924,388.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,42,82.9,112.04,1,2.579999924,393.25
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,43,110,84.44,1,2.579999924,394.5
AL2524,A417 between A46 and M5 J11A (AL2524),8/1/2014 0:00,44,93.76,99.06,1,2.579999924,397.75
